test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
ACSF2	ACSF2	-	chr17:48503518-48552200	undifferentiated	differentiated	OK	3.20873	3.29627	0.0388314	-0.0900492	0.928248	0.958322	no
ACSF3	ACSF3	-	chr16:89160216-89222171	undifferentiated	differentiated	OK	5.33057	2.24398	-1.24823	2.83082	0.0046429	0.0201339	yes
ACSL1	ACSL1	-	chr4:185676748-185747215	undifferentiated	differentiated	OK	10.2732	9.27054	-0.148165	0.513029	0.607931	0.734962	no
ACSL3	ACSL3	-	chr2:223725731-223808119	undifferentiated	differentiated	OK	31.1957	21.3375	-0.547951	2.13774	0.032538	0.0885138	no
ACSL4	ACSL4	-	chrX:108884563-108976621	undifferentiated	differentiated	OK	11.6648	10.0375	-0.216764	0.792703	0.427951	0.582021	no
ACSL5	ACSL5	-	chr10:114133915-114188138	undifferentiated	differentiated	NOTEST	0.00636869	0.0193264	1.6015	-0.34708	0.728531	1	no
ACSL6	ACSL6	-	chr5:131285666-131347761	undifferentiated	differentiated	OK	0.142417	0.579688	2.02515	-2.28609	0.0222493	0.0666386	no
ACSM1	ACSM1	-	chr16:20634558-20702578	undifferentiated	differentiated	NOTEST	0	0.00582867	1.79769e+308	1.79769e+308	0.264755	1	no
ACSM2A	ACSM2A	-	chr16:20462858-20498991	undifferentiated	differentiated	NOTEST	0	0.0114578	1.79769e+308	1.79769e+308	0.175641	1	no
ACSM2B	ACSM2B	-	chr16:20548082-20587695	undifferentiated	differentiated	NOTEST	0	0.0399837	1.79769e+308	1.79769e+308	0.132213	1	no
ACSM3	ACSM3	-	chr16:20775311-20860990	undifferentiated	differentiated	NOTEST	0.0218823	0.0105407	-1.05379	0.0994539	0.920778	1	no
ACSM4	ACSM4	-	chr12:7456927-7480969	undifferentiated	differentiated	NOTEST	0.0211029	0.0132435	-0.672155	0.224201	0.822601	1	no
ACSM5	ACSM5	-	chr16:20420855-20452281	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
ACSS1	ACSS1	-	chr20:24986865-25038818	undifferentiated	differentiated	NOTEST	0	0.0101746	1.79769e+308	1.79769e+308	0.314125	1	no
ACSS2	ACSS2	-	chr20:33462765-33515769	undifferentiated	differentiated	OK	3.51326	4.11739	0.228917	-0.587909	0.556593	0.691771	no
ACSS3	ACSS3	-	chr12:81471808-81649582	undifferentiated	differentiated	NOTEST	0.00960897	0	-1.79769e+308	-1.79769e+308	0.320789	1	no
ACTA1	ACTA1	-	chr1:229566992-229569843	undifferentiated	differentiated	NOTEST	0.0632156	0.079305	0.327132	-0.15487	0.876924	1	no
ACTA2	ACTA2	-	chr10:90694830-90775542	undifferentiated	differentiated	OK	2.06279	5.18538	1.32985	-2.09737	0.0359609	0.0953692	no
ACTB	ACTB	-	chr7:5566778-5570232	undifferentiated	differentiated	OK	827.877	393.856	-1.07175	5.06079	0.000000417523	0.0000112127	yes
ACTBL2	ACTBL2	-	chr5:56775842-56778636	undifferentiated	differentiated	NOTEST	0	0.013605	1.79769e+308	1.79769e+308	0.220743	1	no
ACTC1	ACTC1	-	chr15:35080296-35087927	undifferentiated	differentiated	NOTEST	0	0.0218628	1.79769e+308	1.79769e+308	0.16138	1	no
ACTG1	ACTG1	-	chr17:79476996-79479892	undifferentiated	differentiated	OK	946.392	346.877	-1.44802	6.72565	0.0000000000174805	0.00000000201734	yes
ACTG1P4	ACTG1P4	-	chr1:104068577-104122149	undifferentiated	differentiated	NOTEST	0	0.0114386	1.79769e+308	1.79769e+308	0.421957	1	no
ACTG2	ACTG2	-	chr2:74120092-74146780	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
ACTL10	ACTL10	-	chr20:32244892-32262264	undifferentiated	differentiated	NOTEST	0.216885	0.335625	0.62992	-0.350462	0.725992	1	no
ACTL6A	ACTL6A	-	chr3:179280707-179306193	undifferentiated	differentiated	OK	125.337	65.3969	-0.938513	3.91682	0.0000897236	0.000918752	yes
ACTL6B	ACTL6B	-	chr7:100240725-100254084	undifferentiated	differentiated	OK	10.5235	8.42052	-0.321634	0.877606	0.380157	0.535498	no
ACTL7A	ACTL7A	-	chr9:111624602-111626035	undifferentiated	differentiated	NOTEST	0.0141826	0	-1.79769e+308	-1.79769e+308	0.276832	1	no
ACTL7B	ACTL7B	-	chr9:111616868-111618275	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
ACTL8	ACTL8	-	chr1:18081807-18153558	undifferentiated	differentiated	OK	0.0659773	0.659487	3.3213	-1.92179	0.0546326	0.130739	no
ACTL9	ACTL9	-	chr19:8807750-8809172	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
ACTN1	ACTN1	-	chr14:69340839-69446083	undifferentiated	differentiated	OK	27.9205	32.9084	0.23713	-1.01898	0.308211	0.461614	no
ACTN2	ACTN2	-	chr1:236849769-236927558	undifferentiated	differentiated	NOTEST	0.308342	0.297813	-0.0501282	0.0627247	0.949986	1	no
ACTN3	ACTN3	-	chr11:66313865-66330799	undifferentiated	differentiated	NOTEST	0.0111101	0.0276945	1.31773	-0.438317	0.661156	1	no
ACTN4	ACTN4	-	chr19:39138266-39235114	undifferentiated	differentiated	OK	19.466	9.63561	-1.01451	3.83042	0.000127925	0.00121929	yes
ACTR10	ACTR10	-	chr14:58666832-58702353	undifferentiated	differentiated	OK	14.4809	10.7623	-0.428165	1.37241	0.169935	0.29972	no
ACTR1A	ACTR1A	-	chr10:104238985-104262512	undifferentiated	differentiated	OK	46.4105	41.0096	-0.178488	0.769352	0.441684	0.593912	no
ACTR1B	ACTR1B	-	chr2:98272401-98280561	undifferentiated	differentiated	OK	8.56997	7.24151	-0.242999	0.685317	0.493144	0.638098	no
ACTR2	ACTR2	-	chr2:65454828-65498390	undifferentiated	differentiated	OK	34.8623	25.2481	-0.465493	1.89273	0.058394	0.137253	no
ACTR3	ACTR3	-	chr2:114647536-114716167	undifferentiated	differentiated	OK	48.596	32.189	-0.59427	2.45623	0.0140403	0.0470335	yes
ACTR3B	ACTR3B	-	chr7:152456833-152552464	undifferentiated	differentiated	OK	7.42099	3.88094	-0.935206	1.85431	0.0636945	0.146644	no
ACTR3BP2	ACTR3BP2	-	chr2:92129158-92130496	undifferentiated	differentiated	NOTEST	0.0242478	0.075157	1.63205	-0.595501	0.551509	1	no
ACTR3BP5	ACTR3BP5	-	chr10:38989726-38991371	undifferentiated	differentiated	NOTEST	0	0.101291	1.79769e+308	1.79769e+308	0.101058	1	no
ACTR3C	ACTR3C	-	chr7:149944300-150035245	undifferentiated	differentiated	OK	2.30404	1.34567	-0.775839	0.735907	0.461787	0.612497	no
ACTR5	ACTR5	-	chr20:37377096-37401089	undifferentiated	differentiated	OK	4.71944	2.55443	-0.885613	2.00121	0.0453695	0.113424	no
ACTR6	ACTR6	-	chr12:100593864-100618202	undifferentiated	differentiated	OK	17.0323	11.9026	-0.516992	1.4656	0.142758	0.262598	no
ACTR8	ACTR8	-	chr3:53901093-53916229	undifferentiated	differentiated	OK	12.535	8.45362	-0.568321	1.98892	0.0467101	0.115871	no
ACTRT1	ACTRT1	-	chrX:127184940-127186382	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
ACTRT2	ACTRT2	-	chr1:2938045-2939467	undifferentiated	differentiated	NOTEST	0	0.067145	1.79769e+308	1.79769e+308	0.170144	1	no
ACTRT3	ACTRT3	-	chr3:169484710-169487683	undifferentiated	differentiated	OK	0.612431	0.370685	-0.724354	0.780989	0.434809	0.588001	no
ACVR1	ACVR1	-	chr2:158592957-158732374	undifferentiated	differentiated	OK	2.73019	1.3949	-0.968841	1.76969	0.0767786	0.167695	no
ACVR1B	ACVR1B	-	chr12:52345450-52390863	undifferentiated	differentiated	OK	5.94636	3.09517	-0.941988	2.47648	0.0132686	0.045097	yes
ACVR1C	ACVR1C	-	chr2:158383278-158485399	undifferentiated	differentiated	NOTEST	0.0276741	0.0384253	0.47352	-0.275544	0.782898	1	no
ACVR2A	ACVR2A	-	chr2:148602569-149271044	undifferentiated	differentiated	OK	3.81133	3.4478	-0.144617	0.23013	0.817991	0.88778	no
ACVR2B	ACVR2B	-	chr3:38492517-38534633	undifferentiated	differentiated	OK	9.87814	5.73561	-0.784293	3.08108	0.00206253	0.0108818	yes
ACVR2B-AS1	ACVR2B-AS1	-	chr3:38492517-38534633	undifferentiated	differentiated	NOTEST	0.354586	0.379633	0.0984702	-0.040132	0.967988	1	no
ACVRL1	ACVRL1	-	chr12:52301201-52317145	undifferentiated	differentiated	OK	0.80544	1.23668	0.618622	-1.09787	0.272261	0.421369	no
ACY1	ACY1	-	chr3:52009041-52023218	undifferentiated	differentiated	OK	4.44537	1.60116	-1.47318	1.51818	0.128968	0.243957	no
ACY3	ACY3	-	chr11:67410025-67418130	undifferentiated	differentiated	NOTEST	0	0.0464043	1.79769e+308	1.79769e+308	0.194303	1	no
ACYP1	ACYP1	-	chr14:75519927-75530736	undifferentiated	differentiated	OK	23.2526	32.655	0.489912	-1.25558	0.209267	0.348915	no
ACYP2	ACYP2	-	chr2:54342409-54532435	undifferentiated	differentiated	OK	2.2376	2.00818	-0.156063	0.223373	0.823245	0.890615	no
ADA	ADA	-	chr20:43248162-43280376	undifferentiated	differentiated	OK	1.54381	1.65769	0.102682	-0.154562	0.877167	0.925484	no
ADAD1	ADAD1	-	chr4:123300120-123350947	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
ADAD2	ADAD2	-	chr16:84224722-84230772	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
ADAL	ADAL	-	chr15:43622871-43646096	undifferentiated	differentiated	OK	6.26876	5.84793	-0.100253	0.222727	0.823748	0.891084	no
ADAM10	ADAM10	-	chr15:58888509-59042177	undifferentiated	differentiated	OK	20.8698	11.1986	-0.8981	3.36094	0.000776772	0.00518523	yes
ADAM11	ADAM11	-	chr17:42836567-42859214	undifferentiated	differentiated	OK	0.56807	0.520329	-0.126645	0.182573	0.855133	0.91126	no
ADAM12	ADAM12	-	chr10:127702901-128077127	undifferentiated	differentiated	OK	11.5125	0.930396	-3.62921	6.59641	0.0000000000421225	0.00000000442287	yes
ADAM15	ADAM15	-	chr1:155006281-155042029	undifferentiated	differentiated	OK	5.87178	4.12044	-0.510999	1.13501	0.256372	0.403109	no
ADAM17	ADAM17	-	chr2:9629410-9695917	undifferentiated	differentiated	OK	20.5878	17.226	-0.257207	1.00151	0.316583	0.47059	no
ADAM18	ADAM18	-	chr8:39442086-39587583	undifferentiated	differentiated	NOTEST	0	0.0173908	1.79769e+308	1.79769e+308	0.316259	1	no
ADAM19	ADAM19	-	chr5:156904311-157002783	undifferentiated	differentiated	OK	1.96067	1.41566	-0.469867	1.15982	0.246123	0.391676	no
ADAM1A	ADAM1A	-	chr12:112336866-112339706	undifferentiated	differentiated	OK	2.04298	0.854907	-1.25684	2.20356	0.0275555	0.0779735	no
ADAM2	ADAM2	-	chr8:39601254-39695779	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
ADAM20	ADAM20	-	chr14:70989077-71001732	undifferentiated	differentiated	NOTEST	0.0602453	0.0591375	-0.0267754	0.0167823	0.98661	1	no
ADAM20P1	ADAM20P1	-	chr14:70935595-70950473	undifferentiated	differentiated	OK	0.384028	0.502054	0.38663	-0.454206	0.64968	0.766971	no
ADAM21	ADAM21	-	chr14:70918873-70926622	undifferentiated	differentiated	NOTEST	0.252006	0.228186	-0.143251	0.130243	0.896374	1	no
ADAM21P1	ADAM21P1	-	chr14:70712469-70714518	undifferentiated	differentiated	NOTEST	0.0403675	0.0926688	1.19889	-0.643867	0.519662	1	no
ADAM22	ADAM22	-	chr7:87563565-87832204	undifferentiated	differentiated	OK	40.6622	15.7441	-1.36888	4.56235	0.0000050585	0.000087873	yes
ADAM23	ADAM23	-	chr2:207308367-207482679	undifferentiated	differentiated	OK	5.01708	5.03892	0.00626497	-0.0181447	0.985523	0.991424	no
ADAM28	ADAM28	-	chr8:24151579-24212726	undifferentiated	differentiated	NOTEST	0	0.010103	1.79769e+308	1.79769e+308	0.221002	1	no
ADAM29	ADAM29	-	chr4:175839508-175899331	undifferentiated	differentiated	NOTEST	0.00926224	0.0475122	2.35886	-0.456108	0.648312	1	no
ADAM30	ADAM30	-	chr1:120436155-120439147	undifferentiated	differentiated	NOTEST	0.0158553	0.0308753	0.961486	-0.439518	0.660286	1	no
ADAM32	ADAM32	-	chr8:38965049-39142436	undifferentiated	differentiated	NOTEST	0.357451	0.29032	-0.300105	0.308892	0.757404	1	no
ADAM33	ADAM33	-	chr20:3648619-3662738	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
ADAM3A	ADAM3A	-	chr8:39308563-39380470	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
ADAM5	ADAM5	-	chr8:39172181-39260375	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
ADAM6	ADAM6	-	chr14:106435818-106438358	undifferentiated	differentiated	NOTEST	0	0.0425283	1.79769e+308	1.79769e+308	0.16138	1	no
ADAM7	ADAM7	-	chr8:24298508-24367077	undifferentiated	differentiated	NOTEST	0	0.0214198	1.79769e+308	1.79769e+308	0.149918	1	no
ADAM8	ADAM8	-	chr10:135075919-135090407	undifferentiated	differentiated	NOTEST	0.0765458	0.0205826	-1.89489	0.828795	0.40722	1	no
ADAM9	ADAM9	-	chr8:38854504-38962779	undifferentiated	differentiated	OK	10.9879	3.50307	-1.64923	4.90789	0.000000920605	0.0000218793	yes
ADAMDEC1	ADAMDEC1	-	chr8:24241797-24263526	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
ADAMTS1	ADAMTS1	-	chr21:28208605-28217728	undifferentiated	differentiated	OK	9.5831	4.43352	-1.11204	3.56086	0.000369639	0.00289851	yes
ADAMTS10	ADAMTS10	-	chr19:8645125-8675588	undifferentiated	differentiated	NOTEST	0.185208	0.254067	0.456066	-0.453278	0.650348	1	no
ADAMTS12	ADAMTS12	-	chr5:33527286-33892124	undifferentiated	differentiated	NOTEST	0.169769	0.0599078	-1.50275	1.43509	0.151262	1	no
ADAMTS13	ADAMTS13	-	chr9:136243283-136324508	undifferentiated	differentiated	OK	0.40785	0.421489	0.0474583	-0.0347106	0.97231	0.985387	no
ADAMTS14	ADAMTS14	-	chr10:72432558-72522195	undifferentiated	differentiated	NOTEST	0.0907985	0.09262	0.0286541	-0.024668	0.98032	1	no
ADAMTS15	ADAMTS15	-	chr11:130318868-130346539	undifferentiated	differentiated	NOTEST	0.00458641	0.0031727	-0.531654	0.158875	0.873767	1	no
ADAMTS16	ADAMTS16	-	chr5:5140442-5320412	undifferentiated	differentiated	NOTEST	0.0330309	0.0787557	1.25357	-0.898068	0.369149	1	no
ADAMTS17	ADAMTS17	-	chr15:100511642-100882183	undifferentiated	differentiated	NOTEST	0.321567	0.114031	-1.4957	1.69688	0.0897186	1	no
ADAMTS18	ADAMTS18	-	chr16:77316024-77469011	undifferentiated	differentiated	NOTEST	0	0.0265453	1.79769e+308	1.79769e+308	0.0891265	1	no
ADAMTS19	ADAMTS19	-	chr5:128796102-129074376	undifferentiated	differentiated	OK	16.3579	2.00005	-3.03188	8.81222	0	0	yes
ADAMTS2	ADAMTS2	-	chr5:178537851-178772431	undifferentiated	differentiated	OK	1.38335	0.420514	-1.71794	1.84029	0.0657259	0.149987	no
ADAMTS20	ADAMTS20	-	chr12:43748011-43945724	undifferentiated	differentiated	NOTEST	0.178009	0.0415931	-2.09753	1.93896	0.052506	1	no
ADAMTS3	ADAMTS3	-	chr4:73146685-73434516	undifferentiated	differentiated	OK	4.059	0.310882	-3.70669	6.21992	0.000000000497397	0.0000000359981	yes
ADAMTS4	ADAMTS4	-	chr1:161159537-161168845	undifferentiated	differentiated	OK	3.30944	2.49311	-0.408637	1.00849	0.313219	0.466713	no
ADAMTS5	ADAMTS5	-	chr21:28290230-28339439	undifferentiated	differentiated	NOTEST	0.421404	0.180569	-1.22265	1.78258	0.074654	1	no
ADAMTS6	ADAMTS6	-	chr5:64444562-64777704	undifferentiated	differentiated	OK	0.677979	2.03584	1.58631	-3.85628	0.000115124	0.00112576	yes
ADAMTS7	ADAMTS7	-	chr15:79051544-79103773	undifferentiated	differentiated	OK	1.59662	1.84995	0.212469	-0.495038	0.620573	0.744548	no
ADAMTS8	ADAMTS8	-	chr11:130274817-130298539	undifferentiated	differentiated	NOTEST	0.0104054	0.0117077	0.170129	-0.0628309	0.949901	1	no
ADAMTS9	ADAMTS9	-	chr3:64501330-64997143	undifferentiated	differentiated	OK	80.1691	20.955	-1.93575	8.45525	0	0	yes
ADAMTS9-AS2	ADAMTS9-AS2	-	chr3:64501330-64997143	undifferentiated	differentiated	OK	1.18274	1.50221	0.344946	-0.15191	0.879258	0.926929	no
ADAMTSL1	ADAMTSL1	-	chr9:18474078-18910947	undifferentiated	differentiated	NOTEST	0.0326475	0.0223619	-0.545929	0.187189	0.851513	1	no
ADAMTSL2	ADAMTSL2	-	chr9:136397285-136440641	undifferentiated	differentiated	OK	1.9369	0.45924	-2.07643	3.14656	0.00165204	0.00923992	yes
ADAMTSL3	ADAMTSL3	-	chr15:84322837-84708593	undifferentiated	differentiated	NOTEST	0	0.0210501	1.79769e+308	1.79769e+308	0.0783518	1	no
ADAMTSL4	ADAMTSL4	-	chr1:150521897-150533412	undifferentiated	differentiated	NOTEST	0.148257	0.0645317	-1.20002	0.824997	0.409373	1	no
ADAMTSL5	ADAMTSL5	-	chr19:1505016-1513188	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
ADAP1	ADAP1	-	chr7:937536-994289	undifferentiated	differentiated	NOTEST	0.0246679	0.242248	3.29577	-1.72653	0.0842527	1	no
ADAP2	ADAP2	-	chr17:29248753-29286211	undifferentiated	differentiated	NOTEST	0.00629142	0.117855	4.22749	-1.63959	0.101091	1	no
ADAR	ADAR	-	chr1:154554533-154600456	undifferentiated	differentiated	OK	27.0159	12.6085	-1.09941	4.59392	0.00000435001	0.0000785947	yes
ADARB1	ADARB1	-	chr21:46494492-46646478	undifferentiated	differentiated	OK	3.02289	1.71296	-0.819435	1.55536	0.119861	0.231204	no
ADARB2	ADARB2	-	chr10:1223252-1779670	undifferentiated	differentiated	NOTEST	0.0759221	0.0754624	-0.008762	0.00825376	0.993415	1	no
ADARB2-AS1	ADARB2-AS1	-	chr10:1223252-1779670	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
ADAT1	ADAT1	-	chr16:75632246-75657221	undifferentiated	differentiated	OK	6.15778	4.50191	-0.451875	1.3155	0.188341	0.323889	no
ADAT2	ADAT2	-	chr6:143743968-143771841	undifferentiated	differentiated	OK	1.36847	0.349596	-1.96881	3.2644	0.00109697	0.00675261	yes
ADAT3	ADAT3	-	chr19:1905370-1926012	undifferentiated	differentiated	OK	0.773232	0.591692	-0.386053	0.271394	0.786088	0.866293	no
ADC	ADC	-	chr1:33546713-33585995	undifferentiated	differentiated	OK	0.485029	0.89832	0.889159	-1.02501	0.30536	0.458148	no
ADCK1	ADCK1	-	chr14:78266425-78400297	undifferentiated	differentiated	OK	2.62316	1.44251	-0.862727	1.19767	0.231046	0.373936	no
ADCK2	ADCK2	-	chr7:140372952-140394908	undifferentiated	differentiated	OK	3.66733	4.18873	0.191784	-0.436423	0.66253	0.777787	no
ADCK3	ADCK3	-	chr1:227127937-227175246	undifferentiated	differentiated	OK	9.60309	4.62617	-1.05368	2.99992	0.00270048	0.0133513	yes
ADCK4	ADCK4	-	chr19:41197433-41222790	undifferentiated	differentiated	OK	2.01842	1.46241	-0.464882	0.756075	0.449604	0.600776	no
ADCK5	ADCK5	-	chr8:145597730-145634733	undifferentiated	differentiated	OK	0.86319	0.83907	-0.0408873	0.0306849	0.975521	0.986767	no
ADCY1	ADCY1	-	chr7:45614124-45762714	undifferentiated	differentiated	OK	5.2607	2.74154	-0.940268	3.33014	0.00086802	0.00566735	yes
ADCY10	ADCY10	-	chr1:167778624-167883453	undifferentiated	differentiated	NOTEST	0.0205894	0.00967262	-1.08993	0.444207	0.656893	1	no
ADCY10P1	ADCY10P1	-	chr6:41040706-41108573	undifferentiated	differentiated	NOTEST	0.0208092	0.0896283	2.10673	-0.493726	0.6215	1	no
ADCY2	ADCY2	-	chr5:7396342-7830194	undifferentiated	differentiated	NOTEST	0	0.00468452	1.79769e+308	1.79769e+308	0.220743	1	no
ADCY3	ADCY3	-	chr2:25013135-25142055	undifferentiated	differentiated	OK	4.00221	2.12184	-0.915484	1.57088	0.116211	0.226074	no
ADCY4	ADCY4	-	chr14:24787554-24804277	undifferentiated	differentiated	NOTEST	0	0.0063048	1.79769e+308	1.79769e+308	0.378497	1	no
ADCY5	ADCY5	-	chr3:123001142-123167392	undifferentiated	differentiated	OK	0.23535	1.1644	2.30671	-3.3621	0.000773508	0.00517152	yes
ADCY6	ADCY6	-	chr12:49159974-49182820	undifferentiated	differentiated	OK	3.45299	3.91998	0.183003	-0.517066	0.60511	0.732445	no
ADCY7	ADCY7	-	chr16:50321822-50352043	undifferentiated	differentiated	OK	2.17065	0.938174	-1.2102	2.59718	0.00939934	0.0345002	yes
ADCY8	ADCY8	-	chr8:131792546-132052835	undifferentiated	differentiated	NOTEST	0.0269404	0.0714792	1.40775	-0.817759	0.413495	1	no
ADCY9	ADCY9	-	chr16:4012649-4166186	undifferentiated	differentiated	OK	2.10903	1.29065	-0.708489	1.78658	0.0740047	0.163336	no
ADCYAP1	ADCYAP1	-	chr18:904943-912173	undifferentiated	differentiated	NOTEST	0	0.0135669	1.79769e+308	1.79769e+308	0.248723	1	no
ADCYAP1R1	ADCYAP1R1	-	chr7:31092075-31151093	undifferentiated	differentiated	OK	2.76445	1.05224	-1.39353	2.71037	0.00672073	0.0267036	yes
ADD1	ADD1	-	chr4:2845583-2931802	undifferentiated	differentiated	OK	25.9425	17.5702	-0.56219	2.01906	0.0434809	0.109903	no
ADD2	ADD2	-	chr2:70889215-70995375	undifferentiated	differentiated	OK	8.32351	6.73682	-0.305125	0.944602	0.344862	0.500417	no
ADD3	ADD3	-	chr10:111705316-111895323	undifferentiated	differentiated	OK	21.5362	44.3297	1.04151	-4.36321	0.000012817	0.000187212	yes
ADGB	ADGB	-	chr6:146920135-147136597	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
ADH1A	ADH1A	-	chr4:100010007-100222513	undifferentiated	differentiated	NOTEST	0.0153483	0.0321995	1.06896	-0.195221	0.84522	1	no
ADH1B	ADH1B	-	chr4:100227526-100242572	undifferentiated	differentiated	NOTEST	0	0.0144839	1.79769e+308	1.79769e+308	0.183897	1	no
ADH1C	ADH1C	-	chr4:100257648-100273917	undifferentiated	differentiated	NOTEST	0	0.0161019	1.79769e+308	1.79769e+308	0.259466	1	no
ADH4	ADH4	-	chr4:100010007-100222513	undifferentiated	differentiated	NOTEST	0.0357733	0.0291448	-0.295645	0.0756763	0.939677	1	no
ADH5	ADH5	-	chr4:99992129-100009931	undifferentiated	differentiated	OK	77.02	46.1939	-0.737529	3.14548	0.00165813	0.00925536	yes
ADH6	ADH6	-	chr4:100010007-100222513	undifferentiated	differentiated	NOTEST	0.0688494	0.0606191	-0.183672	0.0616969	0.950804	1	no
ADH7	ADH7	-	chr4:100333417-100356667	undifferentiated	differentiated	NOTEST	0	0.00829236	1.79769e+308	1.79769e+308	0.357417	1	no
ADHFE1	ADHFE1	-	chr8:67344717-67381044	undifferentiated	differentiated	NOTEST	0.0290558	0.067951	1.22567	-0.527061	0.598152	1	no
ADI1	ADI1	-	chr2:3501689-3523350	undifferentiated	differentiated	OK	28.729	6.27905	-2.19389	5.88278	0.00000000403428	0.000000221079	yes
ADIG	ADIG	-	chr20:37209837-37217104	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
ADIPOQ	ADIPOQ	-	chr3:186560462-186576252	undifferentiated	differentiated	NOTEST	0	0.00389718	1.79769e+308	1.79769e+308	0.391028	1	no
ADIPOQ-AS1	ADIPOQ-AS1	-	chr3:186560462-186576252	undifferentiated	differentiated	NOTEST	0	0.0584579	1.79769e+308	1.79769e+308	0.0879594	1	no
ADIPOR1	ADIPOR1	-	chr1:202909959-202927700	undifferentiated	differentiated	OK	46.8701	41.1658	-0.187224	0.704202	0.481307	0.628944	no
ADIPOR2	ADIPOR2	-	chr12:1800246-1897845	undifferentiated	differentiated	OK	11.6439	6.61687	-0.81535	2.68748	0.00719941	0.0281946	yes
ADK	ADK	-	chr10:75910942-76469061	undifferentiated	differentiated	OK	42.0775	36.5393	-0.203599	0.792744	0.427927	0.582021	no
ADM	ADM	-	chr11:10326641-10328923	undifferentiated	differentiated	OK	2.44138	0.986358	-1.30751	1.8465	0.0648195	0.148794	no
ADM2	ADM2	-	chr22:50919984-50924866	undifferentiated	differentiated	NOTEST	0.063872	0.263933	2.04691	-1.36699	0.171627	1	no
